Tweets,Task A
"Hariom Singh Rathore, who was a zila pramukh from 1995 to 2000, had contested Lok Sabha polls for the first time. The BJP has replaced him with Diya Kumari in 2019 Lok?Sabha elections.",0
" Unless you have been living under a rock, you would know a recent photograph of Prime Minister Narendra Modi meditating at a cave in Kedarnath took the internet by storm. It was raining jokes and memes on Twitter.\r\nAnd now, Twinkle Khanna who is known for oft\u2026 [+1857 chars]',",0
" A day before the counting of votes for the 2019 LS polls, all eyes are on the performance of \u201cGathbandhan\u201d accommodating BSP-SP-RLD alliance in politically crucial \u2013 Uttar Pradesh, which sends 80 members to Lok Sabha.\r\nBSP and SP, which were traditional rival\u2026 [+1265 chars]',",0
" Rajinikanth is yet to launch his political outfit, though, on December 31, 2017, he had announced his politicalentry (Photo: Soundarya Rajnikanth/Twitter)\r\nTamil superstar Rajinikanth Tuesday confirmed his presence at the swearing-in ceremony of Prime Minist\u2026 [+1784 chars]',",0
 BSP supremo Mayawati has delivered a rude reality check to Akhilesh Yadav by calling off the alliance with Samajwadi Party. Akhilesh had gone the extra mile to stitch the UP gathbandhan allowing Mayawati to contest one seat more than SP and even implicitly su\u2026 [+1360 chars],0
" Delhi Chief Minister Arvind Kejriwal being offered a bite by BJP MLA Vijender Gupta as Dy CM Manish Sisodia looks on at an Iftar party in New Delhi. (Photo: PTI)\r\nAn iftar, hosted by the AAP government, Monday witnessed a bonhomie between Chief Minister Arvin\u2026 [+1131 chars]",0
"In Rajasthan, Congress MLA Hari Singh is campaigning for...
Camel Riding ",1
" Hans Raj Hans. (File photo)\r\nFielded at the last minute from the reserved North West Delhi seat, questioned over his religion and given the outsider tag BJPs Hans Raj Hans managed to overcome several obstacles to secure the highest vote share, 60.5%, leaving \u2026 [+1882 chars]",0
" New York, May 29 \r\nTime magazine, which published a cover story before the Indian election calling Prime Minister Narendra Modi the \u201cDivider in Chief\u201d, has in a quick about-face run a report with the headline, \u2018Modi Has United India Like No Prime Minister in \u2026 [+2376 chars]",0
" Congress president Rahul Gandhi, at the Congress party CWC meeting at the party HQ in New Delhi on Saturday.\r\nThe Congress Working Committee (CWC) chaired by party president Rahul Gandhi, is holding its first review meeting after its defeat in the Lok Sabha e\u2026 [+269 chars]',",0
"  Narendra Modi is seen by his supporters as one of their own\r\nNarendra Modi's landslide win proves that his story of a humble tea-seller who rose through the ranks of his party to become India's prime minister continu\u2026 [+8231 chars]"",",0
" Israeli Prime Minister Benjamin Netanyahu sits with his ministers and former Israeli defence minister Avigdor Lieberman at the plenum at the Knesset, Israels parliament, in Jerusalem on May 29, 2019.\r\nRONEN ZVULUN/Reuters\r\nPrime Minister Benjamin Netanyahu s\u2026 [+7890 chars]"",",0
" NEW DELHI: Prime Minister Narendra Modi Thursday removed the \'chowkidar\' prefix from his Twitter handle but said the word remains an integral part of him.\r\nModi had added chowkidar in his Twitter handle on March 17, a day after launching the ""Main Bhi Chowkid\u2026 [+957 chars]',",0
" Counting of votes has begun in India after its marathon seven-phase general elections concluded on May 19, with most exit polls predicting a clear victory for incumbent Prime Minister Narendra Modi.\r\nThe ruling Bharatiya Janata Party (BJP) is expected to repe\u2026 [+1815 chars]",0
" u""Results for India's general election released on 23 May saw a landslide victory for the Bharatiya Janata Party (BJP), which increased its huge parliamentary majority. \r\nThe margins of victory\r\nNarendra Modi and his ruling BJP have swept back to power. The par\u2026 [+1458 chars]"",",0
" Exit polls suggested that Indias once-dominant powerhouse of a political party, the Indian National Congress, would not be returning to its old glory anytime soon.\r\nAny gains the Congress party does make are likely to be because of disappointment in Mr. Modis\u2026 [+737 chars]',",0
" Mirzapur: Calling Prime Minister Narendra Modi best actor in the world, Congress general secretary Priyanka Gandhi on Friday said that people of the country should have elected Amitabh Bachchan as their PM instead of Narendra Modi.\r\nAddressing a rally in Utta\u2026 [+1660 chars]',",0
" LONDON (Reuters) - Britain\u2019s two main parties promised on Monday to work to resolve the deadlock over Brexit, hoping to win back voters who abandoned them for a new movement led by eurosceptic Nigel Farage at European elections. \r\nAfter a punishing night when\u2026 [+4910 chars]",0
" Both principal combatants, the incumbent Bharatiya Janata Party (BJP) and the challenger Congress, said they were on course to winning the people\u2019s mandate to govern the nation for the next five years as the curtain dropped on Friday on a bitter and bruising \u2026 [+6156 chars]',",0
" Spread over a month and a half and split into seven phases, the long and arduous\xa0election process in India\xa0has drawn to a close.\r\nNow, the country and the world waits with bated breath to find out who will control the destiny of the worlds largest democracy f\u2026 [+6383 chars]",0
"During the 2014 Lok Sabha elections, Shri Modi made beef export an election issue. Now it has been found out BJP received Rs 2.50 crore in donations from companies exporting buffalo meat.",1
" Majestic and magnificent. \r\nSerene and spiritual. \r\nThere is something very special about the Himalayas. \r\nIt is always a humbling experience to return to the mountains. pic.twitter.com/o01iPJ5dl3\r\n\u2014 Chowkidar Narendra Modi (@narendramodi) May 19, 2019',",0
" Jailed Rashtriya Janata Dal ( RJD) chief Lalu Prasad Yadav, whose party has suffered a major setback in the recent general elections, is in for more trouble as another fodder scam case is fast catching him up.\r\nThe Rs 950 crore fodder scam, probed by the CBI,\u2026 [+2126 chars]',",0
 West Bengal Chief Minister and Trinamool Congress supremo Mamata Banerjee on Monday called Prime Minister Narendra Modi the greatest danger for the country and said she will give her life to ensure that no riot takes place in the state.\r\n She alleged that BJP\u2026 [+3333 chars],0
" Punjab AAP chief Bhagwant Mann.\r\nDown from four seats from Punjab in 2014 to just one in 2019, the Aam Aadmi Party (AAP) found its hero in stand up comedian turned politician Bhagwant Mann who won from Sangrur by 1.10 lakh votes defeating Congress Kewal Singh\u2026 [+5514 chars]',",0
" Did gentle Dr Jekyll agree with violent Mr Hyde? He did not. But the two were one and the same person. Does the BJP agree with its Bhopal candidate, Pragya Singh Thakur, who celebrates the demolition of the Babri mosque and hails Gandhis assassin Godse as a p\u2026 [+3967 chars]',",0
" BJP supporters celebrate at party headquarters Kamalam in Koba near Gandhinagar on Thursday. (Photo by Javed Raja)\r\nThe BJP not only repeated its 2014 tally by winning all the 26 Lok Sabha seats in Gujarat, but it also improved its vote share by three percent\u2026 [+5291 chars]',",0
The caveat first: I am among those who firmly believe that EVMs can’t be hacked on a national level to change the results of all 543 Lok Sabha seats.,0
Finally Shri Jagan Mohan Reddy converted to Hindu Religion after failed attempts with Shankaracharya Jayendra Sarswati of Kanchi Kamkoti Pitam for last 2 years.Jayendra Sarswati refused to convert him saying that if he brings back hindus converted to christianity by his father Ex CM of united A. P. Rajshekhar Reddy and family back to Hindu fold then only he will perform conversion process. Then he approached Shankaracharya of Sharada Pitam who agreed to perform conversion process and finally converted to Hindu ism. See photos below,0
" Darshan Singh Dhillon (in white headgear) at Joga Nand village. (Express photo)\r\nA Congress band on his wrist, Darshan Singh Dhillon has no qualms in saying he is disillusioned with every party and candidate in fray and wants to press NOTA (None of the above)\u2026 [+5664 chars]',",0
" K Raveendran\r\nA key takeaway from the exit polls that the Bharatiya Janata Partys southern conquest has been stopped in its tracks while the saffron juggernaut continues to roll on mercilessly in the rest of India, annexing new territories.\r\nOpposition partie\u2026 [+4411 chars]',",0
"JEHANABAD: He rode a donkey to file his nomination papers to contest the Lok Sabha election, only to be booked under the Prevention of Cruelty to Animals Act.",1
" When it comes to popularity on social media, Prime Minister Narendra Modi holds an unrivalled position. The leader, during 74 days of the elections, witnessed nearly two trillion impressions on his Facebook posts and tweets. Like the Lok Sabha polls, the PM w\u2026 [+1912 chars]',",0
Prime Minister Narendra Modi on Wednesday targeted Congress President Rahul Gandhi and said the party was already searching for scapegoats to blame them for the party's eventual Lok Sabha election defeat.,0
" Why did Congress fare so badly in the General Election? One reason is that it devised catchy slogans that made media headlines but didn\u2019t translate into votes since they were not grounded in reality. The best example is Rahul Gandhi\u2019s sneer that Narendra Modi\u2026 [+4426 chars]',",0
